Origin_Airport_ID,Destination_Airport_ID,Flights,Total_Passengers,Total_Revenue_USD,Avg_Load_Factor_Pct,Avg_Delay_Minutes,Route_ID,Origin_City,Destination_City,Route_Name
AP002,AP010,3,568,302269.0,69.991045991046,106.33333333333331,RT00038,Delhi,Goa,Delhi → Goa
AP002,AP011,8,1463,551575.0,68.83688396188396,36.625,RT00039,Delhi,Dubai,Delhi → Dubai
AP002,AP012,4,705,186518.0,65.46581196581197,7.0,RT00040,Delhi,Singapore,Delhi → Singapore
AP002,AP013,3,666,235862.0,86.59171075837742,69.0,RT00041,Delhi,London,Delhi → London
AP002,AP014,6,1200,344264.0,73.63813163813164,12.333333333333334,RT00042,Delhi,New York,Delhi → New York
AP002,AP015,7,1618,767629.0,77.44620694620696,60.285714285714285,RT00043,Delhi,Los Angeles,Delhi → Los Angeles
AP002,AP016,6,1565,512773.0,81.86700336700336,44.333333333333336,RT00044,Delhi,Doha,Delhi → Doha
AP002,AP017,6,1263,478803.0,77.43147693147692,24.166666666666668,RT00045,Delhi,Frankfurt,Delhi → Frankfurt
AP002,AP018,2,421,226815.0,81.0151515151515,11.0,RT00046,Delhi,Sydney,Delhi → Sydney
AP002,AP019,6,1487,518833.0,81.0500273000273,36.0,RT00047,Delhi,Melbourne,Delhi → Melbourne
AP002,AP020,5,1049,342768.0,82.53974913974915,24.0,RT00048,Delhi,Bangkok,Delhi → Bangkok
AP002,AP021,6,1105,418755.0,80.7663139329806,9.833333333333334,RT00049,Delhi,Kuala Lumpur,Delhi → Kuala Lumpur
AP002,AP022,5,1090,429045.0,84.27535327535327,14.2,RT00050,Delhi,Hong Kong,Delhi → Hong Kong
AP002,AP023,7,1167,488271.0,65.65306529592245,40.285714285714285,RT00051,Delhi,Tokyo,Delhi → Tokyo
AP002,AP024,3,614,131000.0,84.14814814814815,6.333333333333333,RT00052,Delhi,Paris,Delhi → Paris
AP002,AP025,6,1481,544198.0,78.74605024605025,8.166666666666666,RT00053,Delhi,Amsterdam,Delhi → Amsterdam
AP002,AP026,8,1868,419262.0,78.23488254738255,30.875,RT00054,Delhi,Toronto,Delhi → Toronto
AP002,AP027,3,431,180655.0,56.16117216117217,14.333333333333334,RT00055,Delhi,Istanbul,Delhi → Istanbul
AP002,AP028,6,1333,561358.0,71.68302168302169,19.666666666666668,RT00056,Delhi,Abu Dhabi,Delhi → Abu Dhabi
AP002,AP029,2,353,96918.0,72.94444444444444,8.0,RT00057,Delhi,Cape Town,Delhi → Cape Town
AP002,AP030,6,1060,285106.0,71.25482075482076,55.0,RT00058,Delhi,Hahn,Delhi → Hahn
AP003,AP001,5,958,293527.0,71.86402486402486,7.6,RT00059,Mumbai,Chennai,Mumbai → Chennai
AP003,AP002,9,1907,628323.0,77.5959225959226,37.44444444444444,RT00060,Mumbai,Delhi,Mumbai → Delhi
AP003,AP004,7,1375,496669.0,71.17503217503217,20.285714285714285,RT00061,Mumbai,Bengaluru,Mumbai → Bengaluru
AP003,AP005,3,615,187032.0,74.7871962871963,8.333333333333334,RT00062,Mumbai,Hyderabad,Mumbai → Hyderabad
AP003,AP006,3,565,234413.0,72.4074074074074,4.333333333333333,RT00063,Mumbai,Kolkata,Mumbai → Kolkata
AP003,AP007,11,2362,794905.0,75.67316521861977,30.181818181818183,RT00064,Mumbai,Kochi,Mumbai → Kochi
AP003,AP008,9,1910,619828.0,76.67417767417767,18.11111111111111,RT00065,Mumbai,Pune,Mumbai → Pune
AP003,AP009,3,577,105574.0,74.28559511892844,7.0,RT00066,Mumbai,Ahmedabad,Mumbai → Ahmedabad
AP003,AP010,4,728,239252.0,55.98544973544973,6.75,RT00067,Mumbai,Goa,Mumbai → Goa
AP003,AP011,4,937,339002.0,73.5975135975136,60.75,RT00068,Mumbai,Dubai,Mumbai → Dubai
AP003,AP012,5,814,369032.0,58.564916564916565,76.0,RT00069,Mumbai,Singapore,Mumbai → Singapore
AP003,AP013,4,779,270704.0,61.98491323491324,33.0,RT00070,Mumbai,London,Mumbai → London
AP003,AP014,8,1596,518436.0,65.38448544698545,9.5,RT00071,Mumbai,New York,Mumbai → New York
AP003,AP015,5,1223,485305.0,77.48179228179228,8.8,RT00072,Mumbai,Los Angeles,Mumbai → Los Angeles
AP003,AP016,11,2419,924612.0,78.06377515468425,39.90909090909091,RT00073,Mumbai,Doha,Mumbai → Doha
AP003,AP017,4,769,287548.0,75.63858363858364,60.75,RT00074,Mumbai,Frankfurt,Mumbai → Frankfurt
AP003,AP018,5,1045,354619.0,75.98585118585119,9.4,RT00075,Mumbai,Sydney,Mumbai → Sydney
AP003,AP019,8,1578,642348.0,72.03380578380578,9.0,RT00076,Mumbai,Melbourne,Mumbai → Melbourne
AP003,AP020,5,875,262183.0,68.99112749112749,11.0,RT00077,Mumbai,Bangkok,Mumbai → Bangkok
AP003,AP021,6,1264,453586.0,78.94994994994995,29.166666666666668,RT00078,Mumbai,Kuala Lumpur,Mumbai → Kuala Lumpur
AP003,AP022,5,1013,435035.0,78.57586117586118,69.4,RT00079,Mumbai,Hong Kong,Mumbai → Hong Kong
AP003,AP023,9,1733,704254.0,70.57614707614708,54.77777777777778,RT00080,Mumbai,Tokyo,Mumbai → Tokyo
AP003,AP024,7,1446,572012.0,74.81755281755281,10.285714285714286,RT00081,Mumbai,Paris,Mumbai → Paris
AP003,AP025,10,2007,515234.0,76.19721814721814,37.8,RT00082,Mumbai,Amsterdam,Mumbai → Amsterdam
AP003,AP026,3,773,284774.0,71.40890890890891,14.666666666666666,RT00083,Mumbai,Toronto,Mumbai → Toronto
AP003,AP027,7,1572,516667.0,77.8710495853353,85.42857142857143,RT00084,Mumbai,Istanbul,Mumbai → Istanbul
AP003,AP028,2,624,245958.0,78.78787878787878,8.0,RT00085,Mumbai,Abu Dhabi,Mumbai → Abu Dhabi
AP003,AP029,7,1340,425459.0,69.04218111360969,26.0,RT00086,Mumbai,Cape Town,Mumbai → Cape Town
AP003,AP030,5,713,320041.0,64.22310622310621,38.0,RT00087,Mumbai,Hahn,Mumbai → Hahn
AP004,AP001,11,1909,818472.0,67.44406098951553,29.181818181818183,RT00088,Bengaluru,Chennai,Bengaluru → Chennai
AP004,AP002,7,1817,743754.0,86.63769828055543,47.71428571428572,RT00089,Bengaluru,Delhi,Bengaluru → Delhi
AP004,AP003,7,1573,508159.0,83.2065712065712,6.0,RT00090,Bengaluru,Mumbai,Bengaluru → Mumbai
AP004,AP005,5,1137,482352.0,76.4006068006068,11.8,RT00091,Bengaluru,Hyderabad,Bengaluru → Hyderabad
AP004,AP006,2,286,29150.0,75.66137566137567,5.5,RT00092,Bengaluru,Kolkata,Bengaluru → Kolkata
AP004,AP007,8,1941,729704.0,81.16825198075198,28.75,RT00093,Bengaluru,Kochi,Bengaluru → Kochi
AP004,AP008,10,2292,959882.0,84.07266332266332,25.0,RT00094,Bengaluru,Pune,Bengaluru → Pune
AP004,AP009,8,1930,603889.0,80.18994387744388,13.75,RT00095,Bengaluru,Ahmedabad,Bengaluru → Ahmedabad
AP004,AP010,3,792,271699.0,74.77622377622377,18.0,RT00096,Bengaluru,Goa,Bengaluru → Goa
AP004,AP011,5,1328,448723.0,81.29033159033159,88.2,RT00097,Bengaluru,Dubai,Bengaluru → Dubai
AP004,AP012,5,1296,694284.0,72.27474747474747,48.0,RT00098,Bengaluru,Singapore,Bengaluru → Singapore
AP004,AP013,5,833,446482.0,66.75977185977186,27.6,RT00099,Bengaluru,London,Bengaluru → London
AP004,AP014,7,1355,551260.0,76.31534988677845,7.428571428571429,RT00100,Bengaluru,New York,Bengaluru → New York
AP004,AP015,3,538,243364.0,51.58922558922559,64.66666666666667,RT00101,Bengaluru,Los Angeles,Bengaluru → Los Angeles
AP004,AP016,7,1451,397440.0,77.35377849663564,35.285714285714285,RT00102,Bengaluru,Doha,Bengaluru → Doha
AP004,AP017,5,732,246004.0,56.66644266644266,37.6,RT00103,Bengaluru,Frankfurt,Bengaluru → Frankfurt
AP004,AP018,4,700,288860.0,72.29521829521829,5.75,RT00104,Bengaluru,Sydney,Bengaluru → Sydney
AP004,AP019,3,692,262596.0,85.25473092139758,2.333333333333333,RT00105,Bengaluru,Melbourne,Bengaluru → Melbourne
AP004,AP020,7,1589,518168.0,79.12698412698413,48.42857142857143,RT00106,Bengaluru,Bangkok,Bengaluru → Bangkok
AP004,AP021,7,1123,339982.0,54.95937145937146,6.571428571428571,RT00107,Bengaluru,Kuala Lumpur,Bengaluru → Kuala Lumpur
AP004,AP022,4,1106,418560.0,88.4524087024087,5.75,RT00108,Bengaluru,Hong Kong,Bengaluru → Hong Kong
AP004,AP023,11,2174,785791.0,71.49185667367486,35.72727272727273,RT00109,Bengaluru,Tokyo,Bengaluru → Tokyo
AP004,AP024,5,1299,656998.0,79.05233155233155,33.8,RT00110,Bengaluru,Paris,Bengaluru → Paris
AP004,AP025,5,981,420051.0,76.6034188034188,28.8,RT00111,Bengaluru,Amsterdam,Bengaluru → Amsterdam
AP004,AP026,4,530,125639.0,52.75297850297851,9.0,RT00112,Bengaluru,Toronto,Bengaluru → Toronto
AP004,AP027,3,465,206979.0,65.02089752089752,4.333333333333333,RT00113,Bengaluru,Istanbul,Bengaluru → Istanbul
AP004,AP028,7,1227,514271.0,73.97644397644397,60.0,RT00114,Bengaluru,Abu Dhabi,Bengaluru → Abu Dhabi
AP004,AP029,6,1340,706230.0,86.31770081770081,36.5,RT00115,Bengaluru,Cape Town,Bengaluru → Cape Town
AP004,AP030,5,1127,414963.0,71.09533429533431,11.4,RT00116,Bengaluru,Hahn,Bengaluru → Hahn
AP005,AP001,5,1074,381716.0,77.9965965965966,37.4,RT00117,Hyderabad,Chennai,Hyderabad → Chennai
AP005,AP002,3,726,311384.0,76.76264726264726,12.666666666666666,RT00118,Hyderabad,Delhi,Hyderabad → Delhi
AP005,AP003,7,1467,592982.0,80.0986680986681,23.428571428571427,RT00119,Hyderabad,Mumbai,Hyderabad → Mumbai
AP005,AP004,6,1586,533562.0,82.80906080906081,11.666666666666666,RT00120,Hyderabad,Bengaluru,Hyderabad → Bengaluru
AP005,AP006,5,1095,372112.0,73.97663377663378,15.4,RT00121,Hyderabad,Kolkata,Hyderabad → Kolkata
AP005,AP007,6,1423,589230.0,82.45948145948147,55.66666666666666,RT00122,Hyderabad,Kochi,Hyderabad → Kochi
AP005,AP008,4,674,187451.0,70.45751108251108,24.5,RT00123,Hyderabad,Pune,Hyderabad → Pune
AP005,AP009,7,1406,467558.0,75.20015434301149,50.71428571428572,RT00124,Hyderabad,Ahmedabad,Hyderabad → Ahmedabad
AP005,AP010,3,455,200406.0,65.69296135962803,22.2,RT00125,Hyderabad,Goa,Hyderabad → Goa
AP005,AP011,8,1512,634995.0,71.45773570773571,58.0,RT00126,Hyderabad,Dubai,Hyderabad → Dubai
AP005,AP012,7,1574,644694.0,70.86728286728287,28.285714285714285,RT00127,Hyderabad,Singapore,Hyderabad → Singapore
AP005,AP013,7,1401,414407.0,75.27455856027284,8.0,RT00128,Hyderabad,London,Hyderabad → London
AP005,AP014,6,1183,343264.0,68.63234429901097,7.166666666666667,RT00129,Hyderabad,New York,Hyderabad → New York
AP005,AP015,8,2149,891408.0,82.07876582876582,35.125,RT00130,Hyderabad,Los Angeles,Hyderabad → Los Angeles
AP005,AP016,9,2049,881076.0,77.75942609275943,9.0,RT00131,Hyderabad,Doha,Hyderabad → Doha
AP005,AP017,8,1517,389233.0,78.37681431431432,7.5,RT00132,Hyderabad,Frankfurt,Hyderabad → Frankfurt
AP005,AP018,10,2377,710529.0,73.42793107793108,8.4,RT00133,Hyderabad,Sydney,Hyderabad → Sydney
AP005,AP019,6,1089,433162.0,66.12500787500788,7.0,RT00134,Hyderabad,Melbourne,Hyderabad → Melbourne
AP005,AP020,5,1027,250480.0,74.81755281755281,41.4,RT00135,Hyderabad,Bangkok,Hyderabad → Bangkok
AP005,AP021,6,1314,483272.0,81.56241906241907,27.666666666666668,RT00136,Hyderabad,Kuala Lumpur,Hyderabad → Kuala Lumpur
AP005,AP022,2,389,147303.0,81.08201058201058,49.5,RT00137,Hyderabad,Hong Kong,Hyderabad → Hong Kong
AP005,AP023,5,1097,355980.0,78.63469123469125,59.2,RT00138,Hyderabad,Tokyo,Hyderabad → Tokyo
AP005,AP024,1,247,61256.0,62.37373737373737,2.0,RT00139,Hyderabad,Paris,Hyderabad → Paris
AP005,AP025,7,1631,761795.0,77.82764954193524,34.714285714285715,RT00140,Hyderabad,Amsterdam,Hyderabad → Amsterdam
AP005,AP026,7,1450,628979.0,75.85184128041271,7.571428571428571,RT00141,Hyderabad,Toronto,Hyderabad → Toronto
AP005,AP027,7,1469,463215.0,75.38362109790681,49.71428571428572,RT00142,Hyderabad,Istanbul,Hyderabad → Istanbul
AP005,AP028,3,785,152486.0,79.34748384748384,84.66666666666667,RT00143,Hyderabad,Abu Dhabi,Hyderabad → Abu Dhabi
AP005,AP029,6,1060,302619.0,73.63868847202181,53.0,RT00144,Hyderabad,Cape Town,Hyderabad → Cape Town
AP005,AP030,7,1665,598575.0,77.28141978141979,38.57142857142857,RT00145,Hyderabad,Hahn,Hyderabad → Hahn
AP006,AP001,5,952,417116.0,62.65858585858585,69.6,RT00146,Kolkata,Chennai,Kolkata → Chennai
AP006,AP002,5,1086,471941.0,80.802368002368,7.2,RT00147,Kolkata,Delhi,Kolkata → Delhi
AP006,AP003,7,1194,495948.0,62.86252436252436,15.428571428571429,RT00148,Kolkata,Mumbai,Kolkata → Mumbai
AP006,AP004,3,653,257306.0,78.78279744946411,7.666666666666667,RT00149,Kolkata,Bengaluru,Kolkata → Bengaluru
AP006,AP005,6,1029,524750.0,62.42207175540509,23.666666666666668,RT00150,Kolkata,Hyderabad,Kolkata → Hyderabad
AP006,AP007,7,1598,665191.0,79.82217717932005,35.285714285714285,RT00151,Kolkata,Kochi,Kolkata → Kochi
AP006,AP008,7,1473,482362.0,80.62218433647004,7.714285714285714,RT00152,Kolkata,Pune,Kolkata → Pune
AP006,AP009,3,690,419125.0,74.46581196581197,10.666666666666666,RT00153,Kolkata,Ahmedabad,Kolkata → Ahmedabad
AP006,AP010,9,1737,798453.0,72.4294248183137,23.88888888888889,RT00154,Kolkata,Goa,Kolkata → Goa
AP006,AP011,9,1773,637971.0,73.34691762469541,16.555555555555557,RT00155,Kolkata,Dubai,Kolkata → Dubai
AP006,AP012,2,425,178555.0,82.77272727272728,8.0,RT00156,Kolkata,Singapore,Kolkata → Singapore
AP006,AP013,6,1402,637033.0,79.94840261506927,36.5,RT00157,Kolkata,London,Kolkata → London
AP006,AP014,9,1936,741441.0,73.71492704826038,25.33333333333333,RT00158,Kolkata,New York,Kolkata → New York
AP006,AP015,10,1805,635921.0,76.27369122369122,39.1,RT00159,Kolkata,Los Angeles,Kolkata → Los Angeles
AP006,AP016,6,1232,491752.0,73.18705985372652,12.833333333333334,RT00160,Kolkata,Doha,Kolkata → Doha
AP006,AP017,9,1886,717009.0,75.99446543890988,8.777777777777779,RT00161,Kolkata,Frankfurt,Kolkata → Frankfurt
AP006,AP018,8,1846,573853.0,75.06810063060063,20.375,RT00162,Kolkata,Sydney,Kolkata → Sydney
AP006,AP019,4,657,214757.0,80.6048581048581,20.5,RT00163,Kolkata,Melbourne,Kolkata → Melbourne
AP006,AP020,8,1181,464329.0,54.91027978527978,6.75,RT00164,Kolkata,Bangkok,Kolkata → Bangkok
AP006,AP021,3,639,298564.0,71.96332696332696,62.0,RT00165,Kolkata,Kuala Lumpur,Kolkata → Kuala Lumpur
AP006,AP022,2,593,242881.0,74.87373737373738,6.5,RT00166,Kolkata,Hong Kong,Kolkata → Hong Kong
AP006,AP023,2,498,193668.0,79.61538461538461,2.5,RT00167,Kolkata,Tokyo,Kolkata → Tokyo
AP006,AP024,5,1159,367977.0,87.2989898989899,4.8,RT00168,Kolkata,Paris,Kolkata → Paris
AP006,AP025,6,1197,556058.0,74.70717554050887,7.333333333333333,RT00169,Kolkata,Amsterdam,Kolkata → Amsterdam
AP006,AP026,3,678,162910.0,76.51050184383517,7.333333333333333,RT00170,Kolkata,Toronto,Kolkata → Toronto
AP006,AP027,5,917,300380.0,75.22222222222221,16.4,RT00171,Kolkata,Istanbul,Kolkata → Istanbul
AP006,AP028,3,474,225960.0,79.29854096520764,57.0,RT00172,Kolkata,Abu Dhabi,Kolkata → Abu Dhabi
AP006,AP029,3,691,228293.0,77.43093093093093,13.666666666666666,RT00173,Kolkata,Cape Town,Kolkata → Cape Town
AP006,AP030,6,1316,404535.0,81.71384571384571,40.66666666666666,RT00174,Kolkata,Hahn,Kolkata → Hahn
AP007,AP001,1,234,36738.0,79.05405405405406,171.0,RT00175,Kochi,Chennai,Kochi → Chennai
AP007,AP002,5,1214,432230.0,83.76852936852937,33.0,RT00176,Kochi,Delhi,Kochi → Delhi
AP007,AP003,4,835,289528.0,70.56319956319956,45.25,RT00177,Kochi,Mumbai,Kochi → Mumbai
AP007,AP004,6,1370,370380.0,80.35793760793761,66.0,RT00178,Kochi,Bengaluru,Kochi → Bengaluru
AP007,AP005,5,1074,368271.0,71.82162162162163,14.6,RT00179,Kochi,Hyderabad,Kochi → Hyderabad
AP007,AP006,5,1139,392067.0,73.65696465696466,5.8,RT00180,Kochi,Kolkata,Kochi → Kolkata
AP007,AP008,5,1034,472865.0,72.73333333333333,5.8,RT00181,Kochi,Pune,Kochi → Pune
AP007,AP009,3,351,197938.0,48.64388197721531,19.0,RT00182,Kochi,Ahmedabad,Kochi → Ahmedabad
AP007,AP010,4,853,320330.0,77.0480722980723,8.75,RT00183,Kochi,Goa,Kochi → Goa
AP007,AP011,1,187,50677.0,74.81755281755281,1.0,RT00184,Kochi,Dubai,Kochi → Dubai
AP007,AP012,11,2344,749998.0,71.19251651069833,14.818181818181818,RT00185,Kochi,Singapore,Kochi → Singapore
AP007,AP013,5,845,420223.0,67.62856402856403,52.0,RT00186,Kochi,London,Kochi → London
AP007,AP014,5,906,532252.0,71.32002062002061,18.0,RT00187,Kochi,New York,Kochi → New York
AP007,AP015,6,1270,459992.0,76.35889035889035,32.5,RT00188,Kochi,Los Angeles,Kochi → Los Angeles
AP007,AP016,3,684,236222.0,76.32132132132132,22.2,RT00189,Kochi,Doha,Kochi → Doha
AP007,AP017,3,777,251481.0,85.49751483084816,15.0,RT00190,Kochi,Frankfurt,Kochi → Frankfurt
AP007,AP018,4,576,244649.0,51.13111888111888,27.25,RT00191,Kochi,Sydney,Kochi → Sydney
AP007,AP019,6,1172,366291.0,72.59800076466743,19.0,RT00192,Kochi,Melbourne,Kochi → Melbourne
AP007,AP020,8,1701,452315.0,72.96565052815053,9.625,RT00193,Kochi,Bangkok,Kochi → Bangkok
AP007,AP021,6,1061,322639.0,71.44346044346044,49.0,RT00194,Kochi,Kuala Lumpur,Kochi → Kuala Lumpur
AP007,AP022,6,1187,473689.0,71.70691870691871,35.833333333333336,RT00195,Kochi,Hong Kong,Kochi → Hong Kong
AP007,AP023,7,1553,651759.0,75.23770938056653,25.857142857142858,RT00196,Kochi,Tokyo,Kochi → Tokyo
AP007,AP024,3,288,81408.0,50.793650793650805,33.0,RT00197,Kochi,Paris,Kochi → Paris
AP007,AP025,5,1073,375419.0,75.57995337995338,64.2,RT00198,Kochi,Amsterdam,Kochi → Amsterdam
AP007,AP026,5,1141,262629.0,73.95121275121275,49.6,RT00199,Kochi,Toronto,Kochi → Toronto
AP007,AP027,3,824,316042.0,89.57669207669208,20.0,RT00200,Kochi,Istanbul,Kochi → Istanbul
AP007,AP028,5,1235,495958.0,75.46231546231546,32.8,RT00201,Kochi,Abu Dhabi,Kochi → Abu Dhabi
AP007,AP029,7,1664,519827.0,80.508535008535,28.285714285714285,RT00202,Kochi,Cape Town,Kochi → Cape Town
AP007,AP030,7,1472,477950.0,73.006136006136,57.57142857142857,RT00203,Kochi,Hahn,Kochi → Hahn
AP008,AP001,6,1298,599384.0,76.15540015540016,10.5,RT00204,Pune,Chennai,Pune → Chennai
AP008,AP002,3,771,316738.0,86.4159159159159,22.2,RT00205,Pune,Delhi,Pune → Delhi
AP008,AP003,8,1617,795951.0,72.9701640951641,18.75,RT00206,Pune,Mumbai,Pune → Mumbai
AP008,AP004,6,1118,420076.0,71.66096866096866,30.166666666666668,RT00207,Pune,Bengaluru,Pune → Bengaluru
AP008,AP005,7,1451,546246.0,75.0801949373378,10.142857142857142,RT00208,Pune,Hyderabad,Pune → Hyderabad
AP008,AP006,6,1239,479518.0,74.42046083712751,22.2,RT00209,Pune,Kolkata,Pune → Kolkata
AP008,AP007,6,1409,531601.0,82.0557183057183,14.666666666666666,RT00210,Pune,Kochi,Pune → Kochi
AP008,AP009,6,1453,387583.0,75.76846251846251,4.166666666666667,RT00211,Pune,Ahmedabad,Pune → Ahmedabad
AP008,AP010,4,1034,285421.0,86.46600621600622,41.0,RT00212,Pune,Goa,Pune → Goa
AP008,AP011,5,988,227978.0,73.51092001092,16.2,RT00213,Pune,Dubai,Pune → Dubai
AP008,AP012,3,589,243365.0,71.87578487578487,10.333333333333334,RT00214,Pune,Singapore,Pune → Singapore
AP008,AP013,5,1124,572598.0,72.65503385503385,4.8,RT00215,Pune,London,Pune → London
AP008,AP014,7,1327,617046.0,76.16546530832245,40.71428571428572,RT00216,Pune,New York,Pune → New York
AP008,AP015,5,1127,320096.0,74.82047502047502,39.4,RT00217,Pune,Los Angeles,Pune → Los Angeles
AP008,AP016,7,1319,583369.0,75.6233819090962,7.428571428571429,RT00218,Pune,Doha,Pune → Doha
AP008,AP017,7,1250,438011.0,73.05113933685362,21.714285714285715,RT00219,Pune,Frankfurt,Pune → Frankfurt
AP008,AP018,4,844,277077.0,75.98172198172199,11.25,RT00220,Pune,Sydney,Pune → Sydney
AP008,AP019,5,932,341211.0,73.0051018051018,5.0,RT00221,Pune,Melbourne,Pune → Melbourne
AP008,AP020,10,2117,682696.0,80.07400147400148,31.6,RT00222,Pune,Bangkok,Pune → Bangkok
AP008,AP021,7,1202,396335.0,66.49776485490771,40.285714285714285,RT00223,Pune,Kuala Lumpur,Pune → Kuala Lumpur
AP008,AP022,4,660,156007.0,71.53080253080253,33.25,RT00224,Pune,Hong Kong,Pune → Hong Kong
AP008,AP023,3,753,390662.0,77.3043253043253,7.0,RT00225,Pune,Tokyo,Pune → Tokyo
AP008,AP024,7,1585,595519.0,73.08273708273708,10.142857142857142,RT00226,Pune,Paris,Pune → Paris
AP008,AP025,7,1511,578404.0,76.60244381672953,45.285714285714285,RT00227,Pune,Amsterdam,Pune → Amsterdam
AP008,AP026,3,655,238034.0,71.26334026334025,9.0,RT00228,Pune,Toronto,Pune → Toronto
AP008,AP027,10,2171,845349.0,74.30178715178715,35.0,RT00229,Pune,Istanbul,Pune → Istanbul
AP008,AP029,7,1431,384225.0,76.3199581056724,37.0,RT00230,Pune,Cape Town,Pune → Cape Town
AP008,AP030,9,1848,975453.0,77.43408487852932,35.0,RT00231,Pune,Hahn,Pune → Hahn
AP009,AP001,3,571,201028.0,71.74074074074073,6.333333333333333,RT00232,Ahmedabad,Chennai,Ahmedabad → Chennai
AP009,AP002,7,1282,489524.0,60.80876330876331,7.142857142857143,RT00233,Ahmedabad,Delhi,Ahmedabad → Delhi
AP009,AP003,5,709,227960.0,53.97199147199147,33.4,RT00234,Ahmedabad,Mumbai,Ahmedabad → Mumbai
